Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
finding-ferdinand-tropical-storm-lip-color,,,,,,,,Matte Lip Stick,,,,,LS12,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Tropical_Storm_Finding_Ferdinand_Lip_Stick.png?v=1500390946,2,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-tropical-storm-lip-color,,,,,,,,Sheer Lip Tint,,,,,LS12,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_Tropical-Storm.jpg?v=1500390949,3,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-miami-memories-lip-color,Miami Memories Lip Stick,"<p class=""p1""><span class=""s1""><b></b></span><span class=""s1"">Transport yourself to Miami with this bright coral that adds a pop of energy wherever you are. Swipe it on for a jolt of color that brings back all the summer memories.</span></p>
<p class=""p2""><span class=""s1"">Finding Ferdinand is about finding the things that make up our best selves. With high pigments, Finding Ferdinand creates friendly lip colors that brightens up your grin. The creamy texture provides comfort while our ingredients naturally hydrate and protect your lips from harsh wind and harmful sun rays. Seed oils and leaf extracts create a natural, shiny finish that is perfect for every occasion. Without harmful ingredients, we put the best ingredients in our lip colors so you can show off the best you with no worries.</span></p>
<p class=""p1"">Already an #FFgirl and own a <a href=""http://www.findingferdinand.com/products/starter-kit-lip-palette""><span class=""s1"">Starter Kit</span></a>? Try this combo from the palette or mix it for yourself on the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8""><span class=""s1"">Finding Ferdinand Lipstick &amp; Beauty App</span></a>:</p>
<p class=""p2""><span class=""s1""><i>Au Naturel + Red Fantasy + Orange Flare + Tequila Sunrise + Pink Pizzazz</i></span></p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.1 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 21mm x 21mm x 76mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Creamy, semi-shine, light</p>
<p><b>BENEFITS: </b><span style=""font-weight: 400;"">A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>",findingferdinand2,Beauty,"beauty, Lipstick",true,Finish,Creamy Lip Stick,,,,,LS11,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Color_Miami-Memories.jpg?v=1500390643,1,,false,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-miami-memories-lip-color,,,,,,,,Matte Lip Stick,,,,,LS11,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Miami_Memories_Finding_Ferdinand_Lip_Stick.png?v=1500390643,2,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-miami-memories-lip-color,,,,,,,,Sheer Lip Tint,,,,,LS11,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_Miami-Memories.jpg?v=1500390643,3,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-conch-call-lip-color,Conch Call Lip Stick,"<p class=""p1""><span class=""s1""><b></b></span><span class=""s1"">Hear the ocean calling you with the soft, warm pink whisper of a conch shell. Host a brunch with the girls that will have you all in a warm and inviting mood. </span></p>
<p class=""p2""><span class=""s1"">Finding Ferdinand is about finding the things that make up our best selves. With high pigments, Finding Ferdinand creates friendly lip colors that brightens up your grin. The creamy texture provides comfort while our ingredients naturally hydrate and protect your lips from harsh wind and harmful sun rays. Seed oils and leaf extracts create a natural, shiny finish that is perfect for every occasion. Without harmful ingredients, we put the best ingredients in our lip colors so you can show off the best you with no worries.</span></p>
<p class=""p1"">Already an #FFgirl and own a <a href=""http://www.findingferdinand.com/products/starter-kit-lip-palette""><span class=""s1"">Starter Kit</span></a>? Try this combo from the palette or mix it for yourself on the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8""><span class=""s1"">Finding Ferdinand Lipstick &amp; Beauty App</span></a>:</p>
<p class=""p2""><em>Mauvelous + Red Fantasy + Flaming Fuchsia</em></p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.1 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 21mm x 21mm x 76mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Creamy, semi-shine, light</p>
<p><b>BENEFITS: </b><span style=""font-weight: 400;"">A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>",findingferdinand2,Beauty,"beauty, Lipstick",true,Finish,Creamy Lip Stick,,,,,LS10,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Color_Conch-Call.jpg?v=1500390298,1,,false,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-conch-call-lip-color,,,,,,,,Matte Lip Stick,,,,,LS10,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Conch_Call_Finding_Ferdinand_Lip_Stick.png?v=1500390298,2,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-conch-call-lip-color,,,,,,,,Sheer Lip Tint,,,,,LS10,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_Conch-Call.jpg?v=1500390298,3,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-california-dreaming-lip-color,California Dreaming Lip Stick,"<p class=""p1""><span class=""s1""><b></b></span><span class=""s1"">Sun's out, bronze out. This bronze copper shimmers in the sun and makes us all wish we were in California. </span></p>
<p class=""p2""><span class=""s1"">Finding Ferdinand is about finding the things that make up our best selves. With high pigments, Finding Ferdinand creates friendly lip colors that brightens up your grin. The creamy texture provides comfort while our ingredients naturally hydrate and protect your lips from harsh wind and harmful sun rays. Seed oils and leaf extracts create a natural, shiny finish that is perfect for every occasion. Without harmful ingredients, we put the best ingredients in our lip colors so you can show off the best you with no worries.</span></p>
<p class=""p1"">Already an #FFgirl and own a <a href=""http://www.findingferdinand.com/products/starter-kit-lip-palette""><span class=""s1"">Starter Kit</span></a>? Try this combo from the palette or mix it for yourself on the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8""><span class=""s1"">Finding Ferdinand Lipstick &amp; Beauty App</span></a>:</p>
<p class=""p2""><span class=""s1""><i>Orange Flare + Orange Sorbet + Sinful</i></span></p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.1 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 21mm x 21mm x 76mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Creamy, semi-shine, light</p>
<meta charset=""utf-8"">
<p><b>BENEFITS:<span> </span></b><span>A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span>Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span>Ingredients page</span></a><span> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span>Get FREE standard shipping on all U.S. orders.</span></p>
<p>U.S. Priority Mail (2-3 days): $5</p>
<p><span>Standard Shipping to Canada: $25</span></p>
<p><span>Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span>It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>",findingferdinand2,Beauty,"beauty, Lipstick",true,Finish,Mini Sample Lip Stick,,,,,SA5,3,shopify,-3,continue,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Color_California-Dreaming.jpg?v=1501597095,1,,false,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-california-dreaming-lip-color,,,,,,,,Creamy Lip Stick,,,,,LS9,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Mini_California-Dreaming_63279c47-3ffa-47a4-9d45-9bd05183b243.jpg?v=1501597095,2,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-california-dreaming-lip-color,,,,,,,,Matte Lip Stick,,,,,LS9,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/California_Dreaming_Finding_Ferdinand_Lip_Stick.png?v=1501597095,3,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-california-dreaming-lip-color,,,,,,,,Sheer Lip Tint,,,,,LS9,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_California-Dreaming.jpg?v=1501597095,4,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-peach-bellini-lip-color,Peach Bellini Lip Stick,"<p class=""p1""><span class=""s1""><b></b></span><span class=""s1"">It's sweet, like biting into a juicy peach. Peach Bellini is a cute and flirty coral that is perfect for those warm weather days.</span></p>
<p class=""p2""><span class=""s1"">Finding Ferdinand is about finding the things that make up our best selves. With high pigments, Finding Ferdinand creates friendly lip colors that brightens up your grin. The creamy texture provides comfort while our ingredients naturally hydrate and protect your lips from harsh wind and harmful sun rays. Seed oils and leaf extracts create a natural, shiny finish that is perfect for every occasion. Without harmful ingredients, we put the best ingredients in our lip colors so you can show off the best you with no worries.</span></p>
<p class=""p1"">Already an #FFgirl and own a <a href=""http://www.findingferdinand.com/products/starter-kit-lip-palette""><span class=""s1"">Starter Kit</span></a>? Try this combo from the palette or mix it for yourself on the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8""><span class=""s1"">Finding Ferdinand Lipstick &amp; Beauty App</span></a>:</p>
<p class=""p2""><span class=""s1""><i>Au Naturel + Magenta Pop + Orange Sorbet + Pink Pizzazz</i></span></p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.1 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 21mm x 21mm x 76mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Creamy, semi-shine, light</p>
<p><b>BENEFITS: </b><span style=""font-weight: 400;"">A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>",findingferdinand2,Beauty,"Beauty, Lipstick",true,Finish,Creamy Lip Stick,,,,,LS8,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Color_Peach-Bellini.jpg?v=1500390763,1,,false,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-peach-bellini-lip-color,,,,,,,,Matte Lip Stick,,,,,LS8,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Peach_Bellini_Finding_Ferdinand_Lip_stick.png?v=1500390763,2,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-peach-bellini-lip-color,,,,,,,,Sheer Lip Tint,,,,,LS8,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Circles_Peach-Bellini.jpg?v=1500390763,3,,,,,,,,,,,,,,,,,,,oz,
finding-ferdinand-tiki-torch-lip-color,Tiki Torch Lip Stick,"<p class=""p1""><span class=""s1""><b></b></span><span class=""s1"">A fiery coral that transports you to summer nights. Tiki Torch glows day in and day out.</span></p>
<p class=""p2""><span class=""s1"">Finding Ferdinand is about finding the things that make up our best selves. With high pigments, Finding Ferdinand creates friendly lip colors that brightens up your grin. The creamy texture provides comfort while our ingredients naturally hydrate and protect your lips from harsh wind and harmful sun rays. Seed oils and leaf extracts create a natural, shiny finish that is perfect for every occasion. Without harmful ingredients, we put the best ingredients in our lip colors so you can show off the best you with no worries.</span></p>
<p class=""p1"">Already an #FFgirl and own a <a href=""http://www.findingferdinand.com/products/starter-kit-lip-palette""><span class=""s1"">Starter Kit</span></a>? Try this combo from the palette or mix it for yourself on the <a href=""https://itunes.apple.com/us/app/finding-ferdinand-custom-lipstick-beauty/id1193085629?mt=8""><span class=""s1"">Finding Ferdinand Lipstick &amp; Beauty App</span></a>:</p>
<p class=""p2""><span class=""s1""><i>Classic Coral + Creamy Mauve + Red Fantasy + Tequila Sunrise + Flaming Fuchsia</i></span></p>
<h3 class=""p1""><b>PRODUCT DETAILS:</b></h3>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Net Weight: 0.1 oz</li>
<li class=""li1"">
<span class=""s1""></span>Dimensions: 21mm x 21mm x 76mm</li>
<li class=""li1"">
<span class=""s1""></span>High-pigment for long lasting wear</li>
<li class=""li1"">
<span class=""s1""></span>Moisturizing blend of botanical oils that allow lip colors to apply smoothly</li>
</ul>
<p class=""p1""><b>PIGMENTATION:</b> High pigment and long lasting wear</p>
<p class=""p1""><b>TEXTURE:</b> Creamy, semi-shine, light</p>
<p><b>BENEFITS: </b><span style=""font-weight: 400;"">A natural sunscreen, Moisturizer, Emollient, Anti-aging against fine lines and wrinkles, Detoxification, Repairs</span></p>
<p><span style=""font-weight: 400;"">Our products are made with the good stuff. We formulate without Parabens, Mineral Oil, Phthalates, Triclosan, Sodium Lauryl Sulfate, Petroleum, Talc, and Gluten. See our </span><a href=""https://www.findingferdinand.com/pages/ingredients""><span style=""font-weight: 400;"">Ingredients page</span></a><span style=""font-weight: 400;""> for more details.</span></p>
<h3><b>SHIPPING DETAILS:</b></h3>
<p><span style=""font-weight: 400;"">Get FREE standard shipping on all U.S. orders.</span></p>
<p><span style=""font-weight: 400;"">U.S. Priority Mail (2-3 days): $5</span></p>
<p><span style=""font-weight: 400;"">Standard Shipping to Canada: $25</span></p>
<p><span style=""font-weight: 400;"">Email us at hello@findingferdinand.com for information on orders shipping outside of the U.S. and Canada.</span></p>
<p><span style=""font-weight: 400;"">It takes approximately 2-3 business days for your lip color to be handcrafted.</span></p>",findingferdinand2,Beauty,"Beauty, Lipstick",true,Finish,Creamy Lip Stick,,,,,LS6,3,shopify,10,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1099/1078/products/Finding-Ferdinand-Lip-Color_Tiki-Torch.jpg?v=1500390931,1,,false,,,,,,,,,,,,,,,,,oz,
